Keuwl Accelerometer Data File
2021-04-11 16-50-11

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
6.0915995,0.069503,-0.070115,0.047288,0.018493,-5.524331,85.926102
6.1109986,-0.022258,-0.087808,-0.034956,-0.062083,-4.321598,30.409134
6.1304002,-0.007371,-0.091225,-0.024828,-0.052206,-4.492877,38.715714
6.1498022,0.078655,-0.081707,0.052413,0.025058,-4.726600,86.757095
6.1692061,-0.039219,-0.099766,-0.092184,-0.116532,-2.713999,25.388626
6.1886077,-0.012862,-0.099034,-0.022265,-0.048622,-3.965938,37.053436
6.2080092,0.052908,-0.072433,-0.041423,-0.070345,-5.355870,75.945724
6.2274108,-0.025431,-0.085246,0.004214,-0.023268,-4.644870,28.257553
6.2468109,-0.019452,-0.123317,-0.024706,-0.047694,-2.432705,37.328644
6.2662115,0.183961,-0.091347,0.076330,0.060961,-0.301218,112.291397
6.2856135,-0.108163,-0.070847,-0.043253,-0.064072,-1.494610,-4.183960
6.3050141,-0.086320,-0.078656,-0.141238,-0.162887,-1.291183,3.422226
6.3244152,0.145768,-0.060841,0.037282,0.014532,-2.602181,114.710983
6.3438144,-0.137082,-0.076460,-0.090232,-0.105216,0.771715,-7.586548
6.3632159,-0.088883,-0.112091,-0.195172,-0.211176,1.183817,11.938370
6.3826170,0.075238,-0.071945,0.017880,-0.010326,-5.093126,88.185745
6.4020185,-0.109871,-0.134665,-0.102068,-0.113628,1.884297,11.762222
6.4214206,-0.084002,-0.222766,-0.109634,-0.105595,5.810240,29.680878
6.4408221,0.102694,-0.297078,0.161746,0.172669,4.967095,68.926498
6.4602242,-0.161121,-0.318310,0.066446,0.099404,9.198889,24.857346
6.4796238,0.006051,-0.361140,0.100368,0.130180,8.438637,51.652176
6.4990253,0.237041,-0.357480,0.445084,0.475235,6.045893,84.415176
6.5184264,-0.049103,-0.466202,0.417385,0.465656,8.395294,45.524033
6.5378280,-0.127564,-0.556256,0.629950,0.700836,9.346281,39.159103
6.5572295,0.170417,-0.485848,0.455456,0.514020,9.253271,70.690567
6.5766311,0.147842,-0.448265,0.276082,0.331174,10.197844,69.407150
6.5960326,0.123926,-0.591765,-0.339770,-0.122901,33.731422,63.595383
